Timestamp,Classes
0.1,0
0.30000000000000004,0
0.5,0
0.7000000000000001,0
0.9,0
1.1,0
1.3000000000000003,0
1.5000000000000002,0
1.7000000000000002,1
1.9000000000000001,1
2.1,1
2.3000000000000003,1
2.5000000000000004,1
2.7,1
2.9000000000000004,1
3.1,1
3.3000000000000003,1
3.5000000000000004,1
3.7,1
3.9000000000000004,1
4.1,1
4.3,1
4.5,1
4.7,1
4.9,1
5.1,1
5.3,1
5.5,0
5.7,0
5.9,0
6.1,0
6.3,0
6.5,0
6.7,0
6.9,0
7.1,0
7.3,0
7.5,0
7.7,0
7.9,0
8.1,0
8.3,0
8.5,0
8.7,0
8.9,0
9.1,0
9.3,0
9.5,0
9.700000000000001,0
9.9,0
10.1,0
10.3,0
10.5,0
10.700000000000001,0
10.9,0
11.1,0
11.3,0
11.5,0
11.700000000000001,0
11.9,0
12.1,0
12.3,0
12.5,0
12.700000000000001,0
12.9,0
13.1,0
13.3,0
13.5,0
13.700000000000001,0
13.9,1
14.1,1
14.3,1
14.5,1
14.700000000000001,1
14.9,1
15.1,1
15.3,1
15.5,1
15.700000000000001,1
15.9,1
16.1,1
16.3,1
16.500000000000004,1
16.700000000000003,1
16.900000000000002,1
17.1,1
17.3,1
17.500000000000004,1
17.700000000000003,1
17.900000000000002,1
18.1,1
18.3,1
18.500000000000004,1
18.700000000000003,1
18.900000000000002,1
19.1,1
19.300000000000004,1
19.500000000000004,1
19.700000000000003,1
19.900000000000002,1
20.1,1
20.300000000000004,1
20.500000000000004,1
20.700000000000003,1
20.900000000000002,1
21.1,1
21.300000000000004,1
21.500000000000004,1
21.700000000000003,1
21.900000000000002,0
22.1,0
22.300000000000004,0
22.500000000000004,0
22.700000000000003,0
22.900000000000002,0
23.1,0
23.300000000000004,0
23.500000000000004,0
23.700000000000003,0
23.900000000000002,0
24.1,0
24.300000000000004,0
24.500000000000004,0
24.700000000000003,0
24.900000000000002,0
25.1,0
25.300000000000004,0
25.500000000000004,0
25.700000000000003,0
25.900000000000002,0
26.1,0
26.300000000000004,0
26.500000000000004,0
26.700000000000003,0
26.900000000000002,0
27.1,0
27.300000000000004,0
27.500000000000004,0
27.700000000000003,0
27.900000000000002,0
28.1,0
28.300000000000004,0
28.500000000000004,0
28.700000000000003,0
28.900000000000002,0
29.1,0
29.300000000000004,0
29.500000000000004,0
29.700000000000003,0
29.900000000000002,0
30.1,0
30.300000000000004,0
30.500000000000004,0
30.700000000000003,0
30.900000000000002,0
31.1,0
31.300000000000004,0
31.500000000000004,0
31.700000000000003,0
31.900000000000002,0
32.1,0
32.300000000000004,0
32.5,0
32.7,0
32.900000000000006,0
33.1,0
33.300000000000004,0
33.5,0
33.7,0
33.900000000000006,0
34.1,0
34.300000000000004,0
34.5,0
34.7,0
34.900000000000006,0
35.1,0
35.300000000000004,0
35.5,0
35.7,0
35.900000000000006,0
36.1,0
36.300000000000004,0
36.5,0
36.7,0
36.900000000000006,0
37.1,0
37.300000000000004,0
37.5,0
37.7,0
37.900000000000006,0
38.1,0
38.300000000000004,1
38.50000000000001,1
38.7,1
38.900000000000006,1
39.1,1
39.300000000000004,1
39.50000000000001,1
39.7,1
39.900000000000006,1
40.1,1
40.300000000000004,1
40.50000000000001,1
40.7,1
40.900000000000006,1
41.1,1
41.300000000000004,1
41.50000000000001,1
41.7,1
41.900000000000006,1
42.1,1
42.300000000000004,1
42.50000000000001,1
42.7,1
42.900000000000006,1
43.1,1
43.300000000000004,1
43.50000000000001,1
43.7,1
43.900000000000006,1
44.1,1
44.300000000000004,1
44.50000000000001,1
44.7,1
44.900000000000006,1
45.1,1
45.300000000000004,0
45.50000000000001,0
45.7,0
45.900000000000006,0
46.1,0
46.300000000000004,0
46.50000000000001,0
46.7,0
46.900000000000006,0
47.1,0
47.300000000000004,0
47.50000000000001,0
47.7,0
47.900000000000006,0
48.1,0
48.300000000000004,0
48.50000000000001,0
48.7,0
48.900000000000006,0
49.1,0
49.300000000000004,0
49.50000000000001,0
49.7,0
49.900000000000006,0
50.1,0
