Timestamp,Classes
50.300000000000004,0
50.50000000000001,0
50.7,0
50.900000000000006,0
51.1,0
51.300000000000004,0
51.50000000000001,0
51.7,0
51.900000000000006,0
52.1,0
52.300000000000004,0
52.50000000000001,0
52.7,0
52.900000000000006,0
53.1,0
53.300000000000004,0
53.50000000000001,0
53.7,0
53.900000000000006,0
54.1,0
54.300000000000004,0
54.50000000000001,0
54.7,0
54.900000000000006,0
55.1,0
55.300000000000004,0
55.50000000000001,0
55.7,0
55.900000000000006,0
56.1,0
56.300000000000004,0
56.50000000000001,0
56.7,0
56.900000000000006,0
57.1,0
57.300000000000004,0
57.50000000000001,0
57.7,0
57.900000000000006,0
58.1,0
58.300000000000004,0
58.50000000000001,0
58.7,0
58.900000000000006,0
59.1,0
59.300000000000004,0
59.50000000000001,0
59.7,0
59.900000000000006,0
60.1,0
60.300000000000004,0
60.50000000000001,0
60.7,0
60.900000000000006,1
61.1,1
61.300000000000004,1
61.50000000000001,1
61.7,1
61.900000000000006,1
62.1,1
62.300000000000004,1
62.50000000000001,1
62.7,1
62.900000000000006,1
63.1,1
63.300000000000004,1
63.50000000000001,1
63.7,1
63.900000000000006,1
64.1,1
64.3,1
64.5,1
64.7,1
64.89999999999999,1
65.1,1
65.3,1
65.5,1
65.7,1
65.89999999999999,1
66.1,1
66.3,1
66.5,1
66.7,1
66.89999999999999,1
67.1,0
67.3,0
67.5,0
67.7,0
67.89999999999999,0
68.1,0
68.3,0
68.5,0
68.7,0
68.89999999999999,0
69.1,0
69.3,0
69.5,0
69.7,0
69.89999999999999,0
70.1,0
70.3,0
70.5,0
70.7,0
70.89999999999999,0
71.1,0
71.3,0
71.5,0
71.7,0
71.89999999999999,0
72.1,0
72.3,0
72.5,0
72.7,0
72.89999999999999,0
